id,kfold,sentiment,mlp_lsa_pred
132,0,1,1.0
133,0,0,5.816311542883882e-08
134,0,1,0.999999999999994
135,0,1,0.999999999969823
136,0,1,0.6785544456173832
137,0,0,1.8426251975684048e-06
138,0,1,0.9999999996853566
139,0,1,0.9999999999645468
140,0,1,0.9999999999999989
141,0,0,0.001527197521543614
142,0,1,0.9999999999259472
143,0,0,0.005511488047031737
144,0,1,1.0
145,0,0,2.0795997510078528e-07
146,0,0,0.0013715029013783757
147,0,1,0.8089242605941181
148,0,1,0.17965288051189182
149,0,0,1.999512044696425e-05
150,0,0,0.07335486841789923
151,0,0,0.9968395063328893
152,0,0,1.771783652279301e-16
153,0,1,0.9433820095415881
154,0,1,0.9999999999551101
155,0,1,0.9999999073879396
156,0,1,0.9794406916320368
157,0,1,0.9999979645591458
158,0,0,0.00013124972910430683
159,0,1,0.999999996641247
160,0,0,1.106654137779711e-19
161,0,1,0.973469048554523
162,0,0,0.00010182296987310749
163,0,1,0.9998937423493869
164,0,1,0.9999999995275595
165,0,0,0.00031029481039982024
166,0,1,0.9888973180512872
167,0,1,0.9999999999874845
168,0,0,1.8790691845393677e-08
169,0,1,0.9999999478700232
170,0,0,4.849204897732801e-06
171,0,1,0.00026228010977773686
172,0,1,0.9999999999999862
173,0,1,0.03643260476832132
174,0,1,0.9999999999995428
175,0,1,0.23096711677436152
176,0,1,2.2866767817777016e-07
177,0,0,0.99999869588742
178,0,1,0.9999999880970895
179,0,1,0.99999999999808
180,0,1,0.9988200279042677
181,0,0,2.5720542916171487e-17
182,0,1,0.9999999999999996
183,0,1,0.9999999999958487
184,0,1,0.9999999997356885
185,0,0,7.413163791916364e-16
186,0,0,3.9901331664586715e-10
187,0,0,2.796514184935616e-12
188,0,1,0.9999958891595365
189,0,1,0.9999999998008726
190,0,1,0.9999999999999796
191,0,0,2.5298663121034942e-09
192,0,0,0.014678186100329354
193,0,0,2.29772167916064e-14
194,0,0,0.007024409797021452
195,0,0,3.055755765923657e-10
196,0,1,0.9999999937754642
197,0,0,1.9541776310319405e-06
198,0,0,1.108294421185819e-12
199,0,1,0.9999548283743482
200,0,1,0.9999999970263302
201,0,0,6.899464729426906e-09
202,0,0,0.0003013564758788628
203,0,0,2.1721186849116314e-07
204,0,0,0.9450636692016646
205,0,1,0.9901308170769185
206,0,1,0.00029211103780316425
207,0,1,0.999995800754064
208,0,1,0.9999999119017968
209,0,1,0.9999999988698265
210,0,0,0.9998325849380937
211,0,0,4.768495624187128e-08
212,0,1,0.717297051277772
213,0,0,9.687236561409205e-10
214,0,0,0.0010370004910231875
215,0,1,0.9998887777672817
216,0,0,1.5457305699451975e-12
217,0,1,0.0026854471216248453
218,0,0,0.0012840106526719602
219,0,1,0.00029741634899470493
220,0,1,0.9999786704343101
221,0,0,4.3815780764512916e-08
222,0,1,0.9999999995942717
223,0,1,0.36403969836517286
224,0,1,0.9999999999666114
225,0,1,0.99999999994447
226,0,1,0.9999999999586273
227,0,1,0.9999061739425933
228,0,0,2.2508180832567586e-09
229,0,0,0.967456308525626
230,0,1,0.9999999999957954
231,0,0,3.880629207388147e-10
232,0,1,0.5036516384571935
233,0,0,0.9803361571729633
234,0,1,0.9999999626837498
235,0,1,0.9988567452827296
236,0,1,0.9999999998989879
237,0,0,1.9386586074280922e-14
238,0,0,3.209804307829256e-14
239,0,1,0.9999999997093858
240,0,0,1.2257531188998897e-07
241,0,0,4.237221649007297e-10
242,0,1,0.973683015734095
243,0,1,0.9999999998990281
244,0,0,2.819926522448241e-07
245,0,0,6.794886094190885e-16
246,0,0,7.176252739671861e-12
247,0,1,0.9907793212838726
248,0,0,3.6708078019600225e-15
249,0,1,0.009018720795897953
250,0,1,0.9999999990702211
251,0,1,0.9999959907635252
252,0,0,2.919484307896714e-11
253,0,0,1.9831944188680756e-09
254,0,0,0.9979033825015047
255,0,1,1.0
256,0,1,0.9959033560882108
257,0,0,4.998215141606659e-13
258,0,0,0.005888705633158774
259,0,1,0.9999999929514887
260,0,0,7.528945757406881e-15
261,0,1,0.9999929930308272
262,0,1,0.11166621435914312
263,0,0,5.03618560058408e-14
264,0,0,0.07328103795034971
265,0,1,0.9999999999649107
266,0,1,0.9999999999832401
267,0,1,0.9999999987929382
268,0,0,1.3703026410102627e-21
269,0,1,1.0
270,0,0,4.2160070757380754e-08
271,0,0,2.8703820852962695e-18
272,0,0,4.494702124075044e-06
273,0,0,3.129437851206158e-05
274,0,1,0.03038770086321113
275,0,1,0.9905190533452017
276,0,1,0.9756003212658538
277,0,0,0.0003951499146456178
278,0,0,1.1734158077672109e-08
279,0,1,0.644897543353692
280,0,0,4.546216330288801e-12
281,0,1,0.32621969935036854
282,0,0,0.0005729008068938895
283,0,1,0.9999999981534617
284,0,1,0.9999999999987099
285,0,1,0.9999999999999958
286,0,0,0.8902450312284939
287,0,1,0.9999999825367739
288,0,1,0.9998318422682239
289,0,0,2.5172050284329375e-15
290,0,0,0.0004191791836690897
291,0,1,0.99999974469182
292,0,1,0.9999959608858007
293,0,1,0.9999999991847506
294,0,0,1.743889661771735e-20
295,0,1,0.989569989415374
296,0,1,0.059121708215215646
297,0,1,0.9999871994271504
298,0,0,1.2571941311412169e-05
299,0,0,1.0545412616202796e-10
300,0,1,8.487980499846338e-13
301,0,0,0.17248968133135725
302,0,1,1.0
303,0,0,6.710079862622861e-11
304,0,1,0.999999985573194
305,0,1,5.102990585478811e-10
306,0,0,1.0316743437460373e-29
307,0,0,0.01146612633546714
308,0,1,0.9999999999988063
309,0,1,0.9999974657951489
310,0,0,8.189308321197132e-08
311,0,1,0.4722893582610704
312,0,0,1.8180492862521033e-09
313,0,0,3.4555910660755545e-06
314,0,1,0.9764911685412369
315,0,0,8.042855940524405e-05
316,0,1,0.9999999999990019
317,0,0,4.007937930653278e-06
318,0,1,1.3301767198029686e-05
319,0,1,1.4157999720722667e-10
320,0,0,6.580289195862303e-22
321,0,1,1.8930392890829137e-05
322,0,0,1.2905053286136656e-14
323,0,0,2.557282419772778e-11
324,0,0,1.3696715366907593e-05
325,0,1,0.9999999999911136
326,0,1,0.9999999999999998
327,0,1,0.9999999999999984
328,0,1,0.9999999999982354
329,0,0,4.399451805950389e-09
330,0,0,1.838193372645108e-07
331,0,0,6.716790263433782e-17
332,0,1,0.9920042623333392
333,0,0,1.2212319392496125e-20
334,0,1,0.999999999994083
335,0,1,0.004063750153921826
336,0,1,0.9999450226140941
337,0,1,0.9999999999959674
338,0,0,0.9999989598139123
339,0,1,0.9999996732549528
340,0,0,1.5606626036489792e-11
341,0,1,0.9999999601349394
342,0,0,2.2325385112284626e-08
343,0,0,2.1616058365881365e-12
344,0,0,1.6820759931445094e-13
345,0,0,7.48358591103999e-10
346,0,1,0.9999999999999905
347,0,1,0.9999999996532114
348,0,1,0.053422750782577993
349,0,1,0.9999999711005552
350,0,1,0.5310122007999843
351,0,1,0.9999999999999991
352,0,1,0.9957765880656261
353,0,0,1.1207612587045032e-10
354,0,1,0.9917227206795678
355,0,0,4.3746366439061206e-10
356,0,1,0.9999999999814779
357,0,0,0.00608511322664466
358,0,1,0.9984330943919664
359,0,0,8.240850980472952e-10
360,0,0,1.0419910543190464e-20
361,0,1,0.984679140189634
362,0,0,2.637131625082671e-05
363,0,1,0.9999936608213729
364,0,1,0.9999999999989391
365,0,0,0.05519117905883995
366,0,1,0.999999999934541
367,0,0,0.9860564412494152
368,0,0,0.010958027376137542
369,0,1,0.9985860657983899
370,0,1,0.4550098313748809
371,0,0,2.188967096672948e-08
372,0,0,1.3899277550071688e-24
373,0,0,8.149226449989494e-14
374,0,1,0.144833622569298
375,0,1,0.9999999997442726
376,0,0,2.4460611314280036e-05
377,0,0,0.009795996593097902
378,0,1,0.004855476666427539
379,0,0,8.315097539048948e-05
380,0,1,0.7674054126961892
381,0,1,0.9999999999999973
382,0,1,0.6028765184873379
383,0,1,0.9999999999758684
384,0,0,1.5747499077372326e-10
385,0,0,0.08056474398270363
386,0,0,0.9999999802365678
387,0,1,0.9999938472791865
388,0,1,0.9999999998900153
389,0,0,6.233060427548896e-06
390,0,0,5.865921319076264e-17
391,0,1,0.9999999996484994
392,0,0,0.9999197557700864
393,0,1,0.9999999977305334
394,0,1,0.9999999999931752
395,0,0,0.0028217936368806857
396,0,1,0.999999999810717
397,0,0,3.669826365751268e-11
398,0,0,1.5727093902655505e-08
399,0,0,0.00025566727706841325
400,0,0,8.692013357261488e-12
401,0,1,9.963780718420848e-06
402,0,1,0.9083649622037849
403,0,1,0.9999999501739054
404,0,1,0.999254944029039
405,0,1,0.999999999996293
406,0,0,0.9778845121280184
407,0,0,9.66814186490286e-07
408,0,0,1.0310787169905173e-08
409,0,0,9.851273292981155e-20
410,0,1,0.9998063997013844
411,0,0,0.9989798592799999
412,0,1,0.23305098530564453
413,0,1,0.9999999867215046
414,0,1,0.9993805472283227
415,0,1,0.9999999967494311
416,0,1,0.9999999999717526
417,0,0,3.86110018435475e-18
418,0,1,0.9999999895123061
419,0,1,0.9999998938995135
420,0,1,0.9999999999804448
421,0,0,0.9999987941558061
422,0,1,0.999999999999768
423,0,1,8.75693845352237e-08
424,0,1,0.9999999996502962
425,0,0,0.004607673581469149
426,0,1,0.37295754311548984
427,0,0,2.9113751237100483e-10
428,0,1,0.9999991319620821
429,0,0,1.264443834691678e-07
430,0,1,0.9999999984455956
431,0,0,3.557649133810393e-15
432,0,1,1.0
433,0,0,4.52844820696093e-06
434,0,1,0.9999999999999989
435,0,1,0.9999999998899674
436,0,1,2.2363882349824048e-07
437,0,1,0.9679266382482064
438,0,1,0.9989006799717193
439,0,1,0.9999999999999254
440,0,1,0.9920684178896396
441,0,0,7.830832788517965e-18
442,0,0,0.4580610163962428
443,0,0,0.004223295777465401
444,0,1,0.9999303724956635
445,0,0,1.5902549834455575e-24
446,0,1,0.9999998671303924
447,0,1,0.999999993622068
448,0,1,1.0
449,0,0,7.11742965277931e-15
450,0,0,0.9997623981063207
451,0,0,9.962428480484636e-22
452,0,0,6.190388901333593e-15
453,0,1,0.00012990223253123541
454,0,1,0.9630310800572961
455,0,0,0.9300269177135756
456,0,0,2.6561193828026108e-12
457,0,1,0.9954992351455065
458,0,0,2.3938585950016764e-12
459,0,0,4.016138080310538e-07
460,0,0,0.4292266415219213
461,0,1,0.9999999999998481
462,0,0,5.710265604383765e-10
463,0,1,0.9999044645337409
464,0,1,0.9826522609498267
465,0,1,0.00022412488137333353
466,0,0,3.1461411062729383e-10
467,0,0,1.4341522158135362e-22
468,0,0,9.447332339145203e-18
469,0,1,0.9999999999976448
470,0,1,3.797469250043804e-05
471,0,0,2.570739520922586e-11
472,0,0,0.00806133615240637
473,0,0,0.9996810588583898
474,0,1,0.9999999729596399
475,0,0,1.9659550528756428e-05
476,0,0,0.0006307240048130342
477,0,0,0.9999990227162524
478,0,1,0.00015161433098448673
479,0,1,3.7086735782188424e-08
480,0,1,0.9892149733022872
481,0,0,2.9339541825156135e-14
482,0,1,0.0023283106808396604
483,0,0,4.0279454999527325e-08
484,0,1,1.0
485,0,1,0.5723147392990918
486,0,1,0.9999999843936243
487,0,0,2.5251734607087014e-09
488,0,0,0.9999869550234408
489,0,1,0.0016522420476837423
490,0,1,0.9999999999954818
491,0,0,5.411281810841262e-09
492,0,0,1.8439733921692775e-05
493,0,0,2.0487808343122025e-08
494,0,0,6.229836378359528e-12
495,0,0,3.1820142733414642e-12
496,0,1,0.002401580689043704
497,0,0,1.5523651101711306e-10
498,0,0,8.83281752451228e-11
499,0,1,9.209132151766584e-10
500,0,0,4.593722536820953e-07
501,0,0,4.254048860077092e-06
502,0,0,9.15652621095917e-06
503,0,1,9.973323419462803e-07
504,0,0,2.899259591562527e-07
505,0,0,3.7720654598057833e-06
506,0,1,0.2570135213999017
507,0,1,0.9999968515512137
508,0,0,2.9881648790674756e-14
509,0,1,0.9999998868551
510,0,1,0.9980235231208303
511,0,1,0.9999999539075287
512,0,0,0.9728813200726613
513,0,0,0.000800902737703162
514,0,0,8.818817384533262e-06
515,0,0,0.5424026088640684
516,0,1,0.9988773108185282
517,0,0,3.0544493115342247e-15
518,0,0,0.9036868888978064
519,0,0,3.411717379832671e-21
520,0,0,3.350196357562745e-06
521,0,1,0.999546329463881
522,0,1,0.9999999999999807
523,0,1,0.9999999999993971
524,0,0,1.2053677035248369e-09
525,0,1,0.9999999985364776
526,0,0,8.724428324597568e-13
527,0,0,0.0001228503002671141
528,0,0,1.2071300506599545e-10
529,0,0,7.472422180752263e-07
530,0,1,0.9999999996578626
531,0,1,0.9991224237024606
532,0,0,1.7003978241742485e-09
533,0,1,0.9999999690199136
534,0,1,0.9999987992799371
535,0,0,2.241511295121674e-06
536,0,1,0.9999999996195073
537,0,0,0.0018669355664659767
538,0,1,0.9999999999999998
539,0,1,0.9999602516935809
540,0,1,1.0
541,0,0,0.9999999348326438
542,0,0,0.9999999999999998
543,0,0,8.672209998728491e-11
544,0,0,7.948799713263373e-07
545,0,1,0.9999935160318887
546,0,1,0.999999999730961
547,0,0,0.004924677698893841
548,0,0,0.99998532923475
549,0,1,2.805444321632977e-09
550,0,0,1.1528827050442938e-15
551,0,1,1.0
552,0,1,0.003974859843109433
553,0,1,0.9999998683449585
554,0,1,0.9952964060853228
555,0,0,7.726935761666895e-09
556,0,1,0.9999999946123426
557,0,0,0.9999933305757875
558,0,1,0.5184002081046467
559,0,1,0.9999999999993212
560,0,1,0.9999999999417772
561,0,1,0.9999999999981501
562,0,0,0.02280653422215647
563,0,1,0.9999975308018125
564,0,0,0.9876205562595765
565,0,1,0.9999999982247301
566,0,0,0.0012118758199685417
567,0,1,0.9999999999782989
568,0,0,2.738072313164188e-07
569,0,0,5.486283202199443e-13
570,0,0,0.22941185525178098
571,0,0,0.9953446435902459
572,0,1,0.9999999999972222
573,0,1,0.9999999999959353
574,0,0,5.84332221936485e-05
575,0,1,0.6831251408412988
576,0,0,7.941051469405255e-15
577,0,0,2.5330220838036168e-05
578,0,1,0.9999999999998255
579,0,1,0.9999999290671969
580,0,0,1.22709490274362e-12
581,0,0,1.4406201410258924e-35
582,0,0,7.898892001687955e-17
583,0,0,0.00024974051398201914
584,0,1,0.9997135427187823
585,0,1,0.9999999999893079
586,0,0,3.667512088656236e-22
587,0,0,0.6854072317248496
588,0,1,0.9999999999999996
589,0,1,0.9999999552357874
590,0,1,0.6051274542490401
591,0,0,6.211897735203483e-17
592,0,0,1.7050446853124225e-11
593,0,0,2.5872373825082304e-22
594,0,1,0.9892631803719089
595,0,0,5.131198948854422e-13
596,0,1,5.9090355031530994e-05
597,0,1,0.9958248035178595
598,0,1,0.9999999999896025
599,0,0,0.9475388877189663
600,0,0,2.113259064933756e-09
601,0,1,0.9999997681318618
602,0,1,0.03388086043488099
603,0,0,2.735443963265763e-10
604,0,0,4.130798189061176e-08
605,0,1,0.9999999831529957
606,0,0,2.679306218568574e-12
607,0,0,1.2437512488630024e-12
608,0,0,1.6090430973924663e-15
609,0,0,2.597564711377191e-13
610,0,0,5.2563611133673036e-12
611,0,0,0.00013181583750157568
612,0,1,0.2069122594325035
613,0,0,0.4856836852587743
614,0,1,0.9999999996759674
615,0,0,0.03252041916639879
616,0,0,0.008574690883162598
617,0,0,3.1514769193890638e-18
618,0,1,1.8791668810853418e-08
619,0,0,1.0928119824253429e-19
620,0,0,0.8920444038144548
621,0,0,2.213560727517809e-19
622,0,0,4.583959720860035e-05
623,0,1,0.007497308376855836
624,0,0,0.9998363032237881
625,0,0,9.80770666603776e-38
626,0,0,4.5127532264734223e-10
627,0,0,1.6102695011672347e-06
628,0,0,0.9999999251409095
629,0,0,6.019115368174486e-24
630,0,1,0.9999999999999882
631,0,1,0.9999999997458822
632,0,1,0.006690056440413857
633,0,0,3.730883152981993e-19
634,0,0,9.698925183683611e-10
635,0,1,0.999991901069368
636,0,1,0.9999997793305996
637,0,1,0.042477238374311485
638,0,0,7.197137627439815e-10
639,0,0,2.2491246720410048e-06
640,0,0,1.0681474662500984e-11
641,0,1,0.9999998359762448
642,0,0,0.0029558530593648026
643,0,0,1.9827357318208184e-18
644,0,1,0.9999999772700491
645,0,1,2.0773259938276032e-14
646,0,1,0.9999999999999984
647,0,0,2.1941084617837409e-16
648,0,1,0.9996172185831348
649,0,0,9.221206204008125e-17
650,0,0,1.5127980856571003e-14
651,0,1,0.9999999999999998
652,0,0,1.77662801593488e-08
653,0,0,9.058797568247939e-22
654,0,1,4.577170991321417e-05
655,0,1,0.9869040466151183
656,0,0,3.521510445571013e-11
657,0,1,0.9999999877511906
658,0,0,2.3146884928715194e-05
659,0,0,0.6371721629285367
660,0,0,3.505217495274843e-07
661,0,1,0.3124807847884977
662,0,1,0.9999959396081703
663,0,0,1.0033450668079892e-06
664,0,0,1.86313570596547e-07
665,0,1,0.0031292170598002326
666,0,0,1.9391555210961077e-07
667,0,1,0.9999999999996996
668,0,1,0.9988581759505532
669,0,1,0.9999912262253694
670,0,0,1.9659013098258173e-07
671,0,1,0.9999999998340767
672,0,0,4.567038973104784e-18
673,0,1,0.9999999999999925
674,0,0,0.9999999963301884
675,0,0,4.190668755522245e-15
676,0,1,0.9987067398731286
677,0,1,5.279145816657971e-05
678,0,1,0.9760148688095615
679,0,0,1.7492862665823782e-12
680,0,1,0.9999999813509252
681,0,0,1.7268132609450082e-15
682,0,0,3.08755817743377e-11
683,0,1,0.9999999849993273
684,0,1,0.6351366540956471
685,0,1,0.9976178089623511
686,0,1,0.9999999688815017
687,0,0,0.0003069134506669163
688,0,0,2.415440232860583e-08
689,0,1,0.0008157268288425369
690,0,0,2.3948245486669045e-17
691,0,0,1.2907781300551625e-06
692,0,0,0.9916911963158035
693,0,0,0.0009105999923343256
694,0,1,0.9999999999978604
695,0,1,2.28982796704127e-06
696,0,0,1.466220218618734e-05
697,0,1,0.9999997434461351
698,0,0,0.999999999995739
699,0,1,0.9999999999921294
700,0,1,0.9999999918855306
701,0,1,0.9997732247001342
702,0,1,0.00017474866238475367
703,0,0,0.06433929450266347
704,0,0,1.5103176257085225e-13
705,0,1,0.9999860006288029
706,0,0,0.9999999999939655
707,0,1,1.0
708,0,0,2.044369715165997e-13
709,0,0,2.3838828719707065e-06
710,0,1,0.9999999999999825
711,0,0,2.037630341828841e-05
712,0,1,0.19224240277055224
713,0,0,0.0006205606402074324
714,0,1,0.9757862251430455
715,0,1,0.4120224437527597
716,0,1,0.9999999987690995
717,0,1,0.0037299116066535124
718,0,0,1.3098134976185414e-07
719,0,1,0.9997447874591779
720,0,1,5.3962273145361285e-06
721,0,1,0.9999990145726966
722,0,1,0.9999719886934793
723,0,0,7.005675834765616e-13
724,0,1,0.9999995624122154
725,0,0,9.363744372971473e-11
726,0,0,1.3331799411709252e-08
727,0,1,0.9990057944261432
728,0,0,7.963536382890444e-17
729,0,1,0.9999999999978868
730,0,1,0.9999999999958269
731,0,1,0.0002807867261041425
732,0,1,0.9974947743336647
733,0,1,0.9999999999999998
734,0,0,6.308948844309702e-17
735,0,1,0.9999999297832185
736,0,1,0.9999999999997953
737,0,1,0.9999999999117002
738,0,0,1.002367262233591e-11
739,0,0,0.9999370858443404
740,0,1,0.9999986378807242
741,0,0,1.4398336768086773e-09
742,0,1,0.7036212786247781
743,0,1,0.9999999999908298
744,0,1,0.9999999999995162
745,0,1,0.9999990313586468
746,0,1,0.999999999898282
747,0,1,0.9999996438134021
748,0,1,0.9900064330325153
749,0,0,9.40322845313011e-17
750,0,0,7.717681455767872e-15
751,0,1,0.807654125830335
752,0,1,0.9999999974169416
753,0,0,2.3967363059790393e-15
754,0,0,1.6228655318993553e-13
755,0,1,0.9999999958652128
756,0,0,1.7835305268461938e-13
757,0,1,1.0
758,0,1,0.08867351355566964
759,0,1,1.0
760,0,1,0.9999999999999991
761,0,0,0.9999999923071231
762,0,0,7.705284524752801e-06
763,0,0,3.795043635050391e-05
764,0,1,0.9999999759615524
765,0,1,0.9999232367333434
766,0,1,0.9999999999630003
767,0,0,0.0009252155960030027
768,0,0,0.2378278165343647
769,0,0,1.0186039700994167e-11
770,0,1,0.9990202471107149
771,0,1,0.9926397484295557
772,0,1,0.8643536367622043
773,0,0,0.004588184810101435
774,0,1,0.004548618916773968
775,0,1,0.9999999999995672
776,0,1,0.9999999998658426
777,0,1,0.9999999924607516
778,0,0,0.002753659453068474
779,0,0,4.575062401795679e-44
780,0,0,2.6754678569319433e-17
781,0,1,0.10024752715441462
782,0,1,0.561056218630711
783,0,0,0.6665347452172613
784,0,0,8.777635649484329e-07
785,0,1,0.9999997332871827
786,0,0,3.383682909697971e-11
787,0,0,1.006058514523559e-05
788,0,0,8.296394480609771e-15
789,0,1,0.9999915571539743
790,0,1,0.39351802006094805
791,0,1,0.9999999643216325
792,0,0,0.009936311875385864
793,0,1,0.9999999987181118
794,0,0,2.852472882085915e-16
795,0,0,9.401527104259723e-24
796,0,1,0.9950419921133378
797,0,0,1.7059868795230758e-19
798,0,0,6.488825389784209e-19
799,0,1,0.05409611285584391
800,0,0,4.626331051076731e-06
801,0,0,2.1622189898871155e-24
802,0,0,0.0018656763673669944
803,0,0,4.2284096299396233e-10
804,0,1,1.6157276360834827e-08
805,0,1,0.6730715705259955
806,0,1,0.9999999998148053
807,0,1,0.9999999999999996
808,0,0,4.277042436851488e-23
809,0,1,0.9999999998421116
810,0,1,1.0
811,0,0,2.2931036907297894e-06
812,0,0,0.0005326526538464386
813,0,1,0.997253057024546
814,0,1,0.9999999177008482
815,0,1,0.9999763551205211
816,0,0,4.639102541850661e-15
817,0,0,2.2422604403355414e-05
818,0,0,4.5323244972603067e-07
819,0,1,0.9999999825095512
820,0,0,2.1268073238081606e-17
821,0,0,1.4174191444080825e-11
822,0,1,0.9999999538652914
823,0,0,0.016182129645823797
824,0,0,2.2174491112627247e-06
825,0,0,0.00018098318678270143
826,0,1,4.501748119807121e-05
827,0,1,0.9999999924176078
828,0,0,0.12115782844209098
829,0,1,3.903983145574014e-07
830,0,0,0.00010646314983560493
831,0,0,0.2979574694832565
832,0,0,6.9223825922040975e-18
833,0,1,0.9997542155465117
834,0,1,0.9257991186549815
835,0,0,2.7410850179726095e-09
836,0,0,6.873088622723496e-08
837,0,0,1.4876743180438265e-17
838,0,1,0.9995946966789785
839,0,1,0.9999456707133977
840,0,0,1.0111806567265084e-16
841,0,0,4.5836004202649737e-14
842,0,1,0.9999999998926232
843,0,0,2.18062244088026e-19
844,0,1,0.9999999999999998
845,0,1,0.9999999999964528
846,0,1,0.9999983040502433
847,0,0,1.3738989359964263e-07
848,0,0,0.0001327299625864237
849,0,0,0.0001242679883975544
850,0,0,9.716692525622197e-09
851,0,1,0.9999999999966553
852,0,0,4.151848103847333e-15
853,0,1,0.9991989337371455
854,0,1,0.9999999999420455
855,0,0,7.727921947153868e-08
856,0,0,3.740121301945924e-27
857,0,0,0.03277185659789923
858,0,0,2.442226400824181e-07
859,0,0,2.989372516237444e-15
860,0,0,0.0017604495249130658
861,0,0,0.00017372467145317875
862,0,1,0.9999999999847424
863,0,0,7.400620139253607e-07
864,0,1,1.0
865,0,0,0.005475405721360612
866,0,0,0.9941188492219474
867,0,0,5.759635508264267e-14
868,0,0,1.911808197992118e-23
869,0,1,0.9999999990406463
870,0,1,0.9999991859095695
871,0,1,0.9999999998179296
872,0,1,0.9999997912283313
873,0,0,0.9995263963543339
874,0,1,0.9999997926632495
875,0,0,9.119208813313557e-14
876,0,0,0.99993566868332
877,0,0,1.1305613728879722e-10
878,0,1,1.0
879,0,0,0.9999987841775778
880,0,1,0.999982052689971
881,0,1,0.9999999926386549
882,0,1,0.3201920883510541
883,0,0,1.0826729322887877e-06
