id,kfold,sentiment,lr_tfidf_pred
69,0,0,0.030781949981412426
70,0,1,0.7881589286112707
71,0,1,0.6877568321783738
72,0,1,0.9080023209600161
73,0,1,0.9468464226650064
74,0,1,0.6619480089204468
75,0,1,0.9579021473636646
76,0,1,0.9429857161511686
77,0,0,0.10804327412367774
78,0,1,0.8611082464780403
79,0,1,0.8028438319871742
80,0,0,0.25997105758657196
81,0,1,0.8452602431214259
82,0,1,0.7393008586528836
83,0,1,0.6793074270495812
84,0,1,0.9526994351336315
85,0,0,0.02803010160021686
86,0,1,0.9183331682788225
87,0,1,0.3391523515277722
88,0,1,0.9598167703706048
89,0,1,0.9800167755714524
90,0,0,0.007047951889822546
91,0,0,0.02432661815618554
92,0,0,0.030387317366065793
93,0,1,0.9315893710783326
94,0,0,0.003237698100803389
95,0,0,0.3449754814522673
96,0,1,0.3674367909196661
97,0,1,0.7680910684748277
98,0,0,0.012288532724005678
99,0,0,0.20211797956252375
100,0,0,0.08447020111990157
101,0,1,0.6233720834671168
102,0,1,0.6205854775948236
103,0,1,0.8863974966163303
104,0,1,0.7179346165559494
105,0,1,0.4761429746328243
106,0,1,0.7490117051172006
107,0,0,0.035266798799990645
108,0,1,0.6454474368066299
109,0,0,0.33057020581578095
110,0,1,0.9142482519268194
111,0,0,0.3008059481719967
112,0,1,0.5433186170491014
113,0,0,0.014204061970215977
114,0,1,0.9146221906013193
115,0,1,0.9683673593506686
116,0,0,0.24624126010329023
117,0,1,0.894518402581424
118,0,0,0.682580992502501
119,0,1,0.8726053534481268
120,0,1,0.9897963230108462
121,0,0,0.005321415042188191
122,0,0,0.16995958486364265
123,0,1,0.8405055612009941
124,0,1,0.3875671585016298
125,0,0,0.21490880399797058
126,0,1,0.9226884217063579
127,0,0,0.07321916525412238
128,0,0,0.3223001234252202
129,0,1,0.595528039236457
130,0,0,0.14372278346116893
131,0,1,0.7713484776424221
132,0,1,0.9595708372322415
133,0,0,0.6283706010533814
134,0,1,0.9927938915490542
135,0,1,0.9586233757209238
136,0,1,0.7787674330160348
137,0,0,0.17902769813414562
138,0,1,0.8907592981040551
139,0,1,0.9393288781161162
140,0,1,0.9872461454777904
141,0,0,0.3257039165242956
142,0,1,0.8555058874251041
143,0,0,0.26587688023203976
144,0,1,0.9762212584759874
145,0,0,0.05962951956264536
146,0,0,0.3974383545018195
147,0,1,0.5350240265419604
148,0,1,0.3798138744480852
149,0,0,0.1512999730059652
150,0,0,0.6621545479667593
151,0,0,0.6084057239300831
152,0,0,0.009135687774285813
153,0,1,0.35215542613949874
154,0,1,0.9726319112782319
155,0,1,0.9323583183025961
156,0,1,0.606162090379267
157,0,1,0.9664618717190044
158,0,0,0.2773474707259546
159,0,1,0.9770893112697374
160,0,0,0.033926396990262654
161,0,1,0.40052666400909165
162,0,0,0.2031794098230546
163,0,1,0.5959531357932103
164,0,1,0.4400231081781741
165,0,0,0.2685641525783751
166,0,1,0.6903355999859533
167,0,1,0.6913198239302487
168,0,0,0.06736684135863298
169,0,1,0.9923590543554722
170,0,0,0.4093258192313632
171,0,1,0.4811659728315431
172,0,1,0.9849481472119574
173,0,1,0.602386090808796
174,0,1,0.977786383253648
175,0,1,0.8020792027043685
176,0,1,0.6919896357468193
177,0,0,0.7971876229966244
178,0,1,0.5113317793865505
179,0,1,0.9731059160762393
180,0,1,0.8146148250377777
181,0,0,0.008102851260888968
182,0,1,0.9894899632826807
183,0,1,0.925165706285227
184,0,1,0.9767703286364227
185,0,0,0.01517096608195295
186,0,0,0.0802989771838457
187,0,0,0.04923017616369285
188,0,1,0.8647141089788452
189,0,1,0.8803423897388237
190,0,1,0.9668769469985309
191,0,0,0.07498100546937195
192,0,0,0.744016523845564
193,0,0,0.04518534111720621
194,0,0,0.629879506082782
195,0,0,0.236257617791682
196,0,1,0.9683881510548816
197,0,0,0.0682141086562021
198,0,0,0.1554924216518227
199,0,1,0.8145765701160774
200,0,1,0.5208289253679859
201,0,0,0.31923556076213555
202,0,0,0.12521482014413188
203,0,0,0.06397806093364174
204,0,0,0.24050526173586795
205,0,1,0.9259782283925986
206,0,1,0.2085792741051362
207,0,1,0.9531493543614471
208,0,1,0.9625392220489166
209,0,1,0.9401426046223637
210,0,0,0.5981204345553546
211,0,0,0.11430609244916667
212,0,1,0.8928120182684928
213,0,0,0.31415402941263315
214,0,0,0.0919758688374965
215,0,1,0.8523713269650907
216,0,0,0.1052101054727174
217,0,1,0.7028320981052655
218,0,0,0.2741797969417861
219,0,1,0.09224695049145533
220,0,1,0.48884166270162926
221,0,0,0.006233179431837206
222,0,1,0.5253433819962674
223,0,1,0.6128509851606784
224,0,1,0.858326302837453
225,0,1,0.7923803750410208
226,0,1,0.796101040621357
227,0,1,0.7424444819790935
228,0,0,0.29167881415452274
229,0,0,0.5379131211537622
230,0,1,0.8984514339431755
231,0,0,0.04676255213684048
232,0,1,0.7223056821643296
233,0,0,0.6089011787946139
234,0,1,0.6004715376752056
235,0,1,0.5225236531967689
236,0,1,0.5930354631611805
237,0,0,0.1586069255674298
238,0,0,0.02046153146700871
239,0,1,0.4709791688057752
240,0,0,0.17200454088593764
241,0,0,0.03696259054086417
242,0,1,0.8827235905096689
243,0,1,0.9818545445023736
244,0,0,0.06938040264481857
245,0,0,0.1476122169269979
246,0,0,0.003211214726428739
247,0,1,0.7687054405028019
248,0,0,0.09518139687408686
249,0,1,0.7015616971336249
250,0,1,0.8789457296709774
251,0,1,0.9010243489807861
252,0,0,0.1210198531751974
253,0,0,0.5220744342398687
254,0,0,0.6597390894365173
255,0,1,0.964694664211999
256,0,1,0.3723401371034656
257,0,0,0.00298059279037708
258,0,0,0.6396923399901688
259,0,1,0.8067640523478604
260,0,0,0.013370295847328571
261,0,1,0.7686505132083903
262,0,1,0.8238028850276062
263,0,0,0.1380783542337566
264,0,0,0.0725126775522095
265,0,1,0.9664457143816315
266,0,1,0.5008660256961407
267,0,1,0.7467491693964575
268,0,0,0.018824440629271345
269,0,1,0.9937658530957463
270,0,0,0.057331961737889285
271,0,0,0.003272387971935642
272,0,0,0.040800970971813656
273,0,0,0.25580986733521444
274,0,1,0.812564588857716
275,0,1,0.666864387817528
276,0,1,0.423785145042345
277,0,0,0.038709124607103795
278,0,0,0.24358037494285423
279,0,1,0.07910834089272474
280,0,0,0.04737662192416406
281,0,1,0.8489828174198695
282,0,0,0.145711469519237
283,0,1,0.9222638217078514
284,0,1,0.7980662380165252
285,0,1,0.960052643138941
286,0,0,0.21678414178919156
287,0,1,0.9523221527039698
288,0,1,0.8926209877147928
289,0,0,0.24195687212301895
290,0,0,0.1946206751316835
291,0,1,0.16327182172522553
292,0,1,0.947369698985725
293,0,1,0.5719500585145254
294,0,0,0.014137769241154636
295,0,1,0.9401061961915745
296,0,1,0.5797577110670417
297,0,1,0.47079208797097405
298,0,0,0.15971736524243196
299,0,0,0.1529483063608038
300,0,1,0.3234650840633925
301,0,0,0.2236846693098972
302,0,1,0.9632300319184213
303,0,0,0.22579563428499572
304,0,1,0.9076434895839025
305,0,1,0.7418836347213333
306,0,0,0.03836716633857086
307,0,0,0.27195944906229946
308,0,1,0.9885728299496092
309,0,1,0.9121862630237907
310,0,0,0.21111900743201983
311,0,1,0.8166978844156437
312,0,0,0.1291348765473911
313,0,0,0.1260169879455734
314,0,1,0.6892168923144277
315,0,0,0.38175408953145634
316,0,1,0.9202470287931803
317,0,0,0.09473237828368045
318,0,1,0.05578294767088875
319,0,1,0.1239854375948197
320,0,0,0.02551960128874148
321,0,1,0.4720248762344369
322,0,0,0.035085064106972576
323,0,0,0.051010531644927345
324,0,0,0.19858308577969436
325,0,1,0.7978034196051383
326,0,1,0.9555342556226354
327,0,1,0.9269853814790032
328,0,1,0.7776760353543046
329,0,0,0.7176627444380708
330,0,0,0.3054591039792341
331,0,0,0.025665903566363463
332,0,1,0.8894374517532748
333,0,0,0.0288425927033147
334,0,1,0.9508854705102515
335,0,1,0.6808484255018729
336,0,1,0.9318414156609203
337,0,1,0.9810671844474039
338,0,0,0.7235087019096368
339,0,1,0.9804473359663388
340,0,0,0.1413774320175538
341,0,1,0.44085038470663895
342,0,0,0.35848087275696155
343,0,0,0.02646414334475161
344,0,0,0.0036076038562846175
345,0,0,0.1392953978714449
346,0,1,0.9772340853625624
347,0,1,0.8498458843250251
348,0,1,0.28291235109560237
349,0,1,0.630111553031004
350,0,1,0.5544121214982565
351,0,1,0.7560317404448013
352,0,1,0.5197131358300461
353,0,0,0.5704184119315697
354,0,1,0.8224591258592951
355,0,0,0.19936564328642345
356,0,1,0.9282448613887226
357,0,0,0.4385450771404443
358,0,1,0.604756117382254
359,0,0,0.5108864323260928
360,0,0,0.11815628874764024
361,0,1,0.8328677901967423
362,0,0,0.053713555234588754
363,0,1,0.898959786545188
364,0,1,0.9862675408584677
365,0,0,0.5338455352253264
366,0,1,0.9217119003237606
367,0,0,0.1810759112581453
368,0,0,0.7455313311522352
369,0,1,0.7375766209584455
370,0,1,0.6776910906952761
371,0,0,0.22965312455263814
372,0,0,0.004967672714847191
373,0,0,0.016248182969940198
374,0,1,0.4009899199474506
375,0,1,0.9143791622076102
376,0,0,0.03302220699299773
377,0,0,0.7024984313491838
378,0,1,0.11504836930239683
379,0,0,0.935948774937268
380,0,1,0.3661314633181197
381,0,1,0.8938917135110822
382,0,1,0.881170059503086
383,0,1,0.950821185470998
384,0,0,0.5624498387677244
385,0,0,0.4753580613151967
386,0,0,0.22164706048796623
387,0,1,0.6734979064971423
388,0,1,0.8256211267636936
389,0,0,0.07205071923869436
390,0,0,0.3256998791006369
391,0,1,0.9347175021288074
392,0,0,0.33547037539691943
393,0,1,0.8735408686930165
394,0,1,0.9818787809329698
395,0,0,0.39079474402869685
396,0,1,0.9860192800852897
397,0,0,0.24739049742732408
398,0,0,0.05706657844930498
399,0,0,0.29979672681027375
400,0,0,0.009235115196267586
401,0,1,0.6513447028792396
402,0,1,0.5949648868051448
403,0,1,0.9738149963213126
404,0,1,0.9498794975722402
405,0,1,0.9987184628878816
406,0,0,0.6855934215139772
407,0,0,0.11518790634242983
408,0,0,0.0046163751239574466
409,0,0,0.04322546507421406
410,0,1,0.7534107781401649
411,0,0,0.7425077341022326
412,0,1,0.38679126914044754
413,0,1,0.9734932013527726
414,0,1,0.583138505644385
415,0,1,0.8643012158632495
416,0,1,0.5664621317275178
417,0,0,0.01738114277724583
418,0,1,0.9906609576844674
419,0,1,0.7496428825674121
420,0,1,0.9532362479638015
421,0,0,0.10725059876532421
422,0,1,0.9093315122659563
423,0,1,0.10447705088113632
424,0,1,0.9541992228917253
425,0,0,0.2697112379476381
426,0,1,0.5608354908853262
427,0,0,0.02835056248215605
428,0,1,0.7729693778314622
429,0,0,0.4960256106045694
430,0,1,0.9872206072363343
431,0,0,0.03422630258230079
432,0,1,0.9681341868287684
433,0,0,0.08252197815125925
434,0,1,0.8827482237587919
435,0,1,0.8409009147605124
436,0,1,0.5019812791717836
437,0,1,0.86081111622298
438,0,1,0.8777288571718076
439,0,1,0.9600728429696533
440,0,1,0.9471810338349673
441,0,0,0.06144236317605311
442,0,0,0.11975138690976472
443,0,0,0.3467420908576779
444,0,1,0.6341668974529556
445,0,0,0.0018155407827411076
446,0,1,0.8400524159190634
447,0,1,0.9475302249039446
448,0,1,0.9143007153043835
449,0,0,0.06014467188108185
450,0,0,0.5711221686590151
451,0,0,0.01186058114305086
452,0,0,0.057415433449654364
453,0,1,0.4181790015045805
454,0,1,0.5265134657532239
455,0,0,0.2884056007520916
456,0,0,0.0410209634641733
457,0,1,0.9775363951002154
458,0,0,0.35413761574861247
459,0,0,0.44659361235496053
460,0,0,0.08970879604394139
461,0,1,0.9708852698589686
462,0,0,0.10199146477961156
463,0,1,0.8414392314575219
464,0,1,0.483090292548488
465,0,1,0.7826236592071947
466,0,0,0.015557000376050982
467,0,0,0.01103984172259023
468,0,0,0.007866155946415763
469,0,1,0.8992459305122953
470,0,1,0.41840636893535227
471,0,0,0.10525778733484469
472,0,0,0.8632798566960476
473,0,0,0.027137462365957668
474,0,1,0.9058813294055015
475,0,0,0.056999763282398225
476,0,0,0.041509690435785215
477,0,0,0.27854551530686583
478,0,1,0.866193928941609
479,0,1,0.7659569026966337
480,0,1,0.8410040864507239
481,0,0,0.01090866946127814
482,0,1,0.573957538889796
483,0,0,0.4795747767164474
484,0,1,0.8805830747442086
485,0,1,0.841180343421865
486,0,1,0.9787046244050642
487,0,0,0.10825981692599017
488,0,0,0.8392905021495835
489,0,1,0.8635207760508081
490,0,1,0.4664335160339481
491,0,0,0.0330254283370311
492,0,0,0.19050087611207608
493,0,0,0.09350479405154816
494,0,0,0.06055570660816677
495,0,0,0.013644542452458629
496,0,1,0.7197340331646432
497,0,0,0.023570859310307505
498,0,0,0.3573824597677742
499,0,1,0.5871596685456266
500,0,0,0.7763646042523455
501,0,0,0.06126518986216141
502,0,0,0.5689226258931998
503,0,1,0.32452229266278965
504,0,0,0.33615089084254296
505,0,0,0.2599071434131113
506,0,1,0.9724186298831865
507,0,1,0.8069040926251134
508,0,0,0.03091437235140385
509,0,1,0.7648613960206193
510,0,1,0.8276520318143559
511,0,1,0.6003094334169093
512,0,0,0.21626855255409563
513,0,0,0.4246303349382247
514,0,0,0.5818171763268841
515,0,0,0.5636531349639717
516,0,1,0.8257626028404251
517,0,0,0.021906524508152125
518,0,0,0.2025271832775667
519,0,0,0.0021412598912760672
520,0,0,0.2693055435180016
521,0,1,0.5129770689994023
522,0,1,0.9385757654203383
523,0,1,0.97831968128051
524,0,0,0.1576806619024371
525,0,1,0.9889260548150492
526,0,0,0.015370132300460462
527,0,0,0.35127704485856825
528,0,0,0.48796645171990066
529,0,0,0.2586891470054403
530,0,1,0.955092806780574
531,0,1,0.9580168113688499
532,0,0,0.05848468884022508
533,0,1,0.9609686950007371
534,0,1,0.742722700652342
535,0,0,0.08430179971073583
536,0,1,0.9221299352624561
537,0,0,0.30489302482147573
538,0,1,0.9746572866657757
539,0,1,0.9294012267275406
540,0,1,0.7561596207555207
541,0,0,0.7870541273741063
542,0,0,0.7525375568756346
543,0,0,0.07792428770756266
544,0,0,0.02974734831001117
545,0,1,0.9469189131112965
546,0,1,0.769019412227607
547,0,0,0.46934048147655866
548,0,0,0.7570270927187496
549,0,1,0.1397885229727373
550,0,0,0.012039007558541126
551,0,1,0.9853015671633669
552,0,1,0.6606753440057682
553,0,1,0.8690666115073512
554,0,1,0.9197222050013749
555,0,0,0.3392488835969794
556,0,1,0.9304017117906728
557,0,0,0.2715871486424314
558,0,1,0.8600995740275039
559,0,1,0.7108727542444166
560,0,1,0.9212784866814151
561,0,1,0.7210329771082005
562,0,0,0.5089811931271788
563,0,1,0.9200586705998927
564,0,0,0.11402826174348585
565,0,1,0.8072402171397473
566,0,0,0.5048978805064228
567,0,1,0.7528641128114507
568,0,0,0.24247062404500877
569,0,0,0.03628107931049713
570,0,0,0.06633579218757431
571,0,0,0.5267794836556696
572,0,1,0.639966017553554
573,0,1,0.7416146108912247
574,0,0,0.09834458948034666
575,0,1,0.7095560583701412
576,0,0,0.11013812854905818
577,0,0,0.34722732002372136
578,0,1,0.863297191682114
579,0,1,0.9947759324891533
580,0,0,0.22271002301621232
581,0,0,0.0012522425419894522
582,0,0,0.22081007188986887
583,0,0,0.030338981908772336
584,0,1,0.9855702318347723
585,0,1,0.9906165082938445
586,0,0,0.03276574543905631
587,0,0,0.8886927563782461
588,0,1,0.9662746661709167
589,0,1,0.7219737706222499
590,0,1,0.9181533856788182
591,0,0,0.06065775722445505
592,0,0,0.06864427603164418
593,0,0,0.0021052265005838612
594,0,1,0.6263927684153661
595,0,0,0.23426343253745338
596,0,1,0.3579805437512535
597,0,1,0.909967002120801
598,0,1,0.8761064229993145
599,0,0,0.11266704013528235
600,0,0,0.5788082078068043
601,0,1,0.4587643023119287
602,0,1,0.5111239183074612
603,0,0,0.3647840873351057
604,0,0,0.24053821708226772
605,0,1,0.7666260141058813
606,0,0,0.0621233220324057
607,0,0,0.037811491587079755
608,0,0,0.21284373520309835
609,0,0,0.030829727660434885
610,0,0,0.008522981549215549
611,0,0,0.640604475993748
612,0,1,0.76938854691182
613,0,0,0.19382696705738647
614,0,1,0.4279920243682906
615,0,0,0.07581770507942427
616,0,0,0.42890878333738214
617,0,0,0.020080322902446223
618,0,1,0.44168633055775297
619,0,0,0.006176005843529464
620,0,0,0.08743864746173216
621,0,0,0.025139982887645605
622,0,0,0.1072299425689191
623,0,1,0.7283369618211936
624,0,0,0.26845073745548936
625,0,0,0.006870289947335618
626,0,0,0.08369634079091957
627,0,0,0.1645956098768784
628,0,0,0.441290125157139
629,0,0,0.00957946042201482
630,0,1,0.9906778404640993
631,0,1,0.9978806725235716
632,0,1,0.3075926331665741
633,0,0,0.0691757035089828
634,0,0,0.09780243429131046
635,0,1,0.7599130923821489
636,0,1,0.7458237779357006
637,0,1,0.9405569512435463
638,0,0,0.03905997224635753
639,0,0,0.42665001769921207
640,0,0,0.6478702878399223
641,0,1,0.6791337993223927
642,0,0,0.07259424130421469
643,0,0,0.05321001840976071
644,0,1,0.648734460204412
645,0,1,0.08871978732845867
646,0,1,0.9659428523101633
647,0,0,0.031684688452744116
648,0,1,0.8558467391373853
649,0,0,0.01164065735182773
650,0,0,0.18423553463353923
651,0,1,0.9874753122499587
652,0,0,0.029433849157034037
653,0,0,0.029658175290880204
654,0,1,0.24582337152093897
655,0,1,0.9174060296801182
656,0,0,0.22009456310832945
657,0,1,0.6268036831221712
658,0,0,0.12211974915123072
659,0,0,0.2803744938208227
660,0,0,0.513960992847059
661,0,1,0.5250632205249125
662,0,1,0.7069035592905162
663,0,0,0.5258612298368317
664,0,0,0.3662558109940167
665,0,1,0.663095021212779
666,0,0,0.044639802917601674
667,0,1,0.9792844920328029
668,0,1,0.4743015488786357
669,0,1,0.484296520673569
670,0,0,0.23159779537768146
671,0,1,0.7301762255863182
672,0,0,0.028610740202169204
673,0,1,0.9246108420170064
674,0,0,0.7115841914394272
675,0,0,0.042349881203385516
676,0,1,0.8814495000116729
677,0,1,0.3316557733017218
678,0,1,0.8317894966122829
679,0,0,0.10694769592532945
680,0,1,0.7555744541230337
681,0,0,0.07669365321660251
682,0,0,0.016078290592005804
683,0,1,0.708013796588223
684,0,1,0.4807094448734903
685,0,1,0.9464418929205857
686,0,1,0.8338485652288119
687,0,0,0.5811289717262564
688,0,0,0.026062761400645295
689,0,1,0.9131444450728236
690,0,0,0.018191055491435324
691,0,0,0.2974350987562045
692,0,0,0.26985009612402533
693,0,0,0.600789971734133
694,0,1,0.8767811006164578
695,0,1,0.9800774689397843
696,0,0,0.41032713128294573
697,0,1,0.9082213251008424
698,0,0,0.8330192134877132
699,0,1,0.8278427199707712
700,0,1,0.9582006931302627
701,0,1,0.691670551667461
702,0,1,0.67173026357312
703,0,0,0.5617276518520058
704,0,0,0.12244326827352708
705,0,1,0.981238091472542
706,0,0,0.3712241573868057
707,0,1,0.9932486327628323
708,0,0,0.12326712514187685
709,0,0,0.6341957112029482
710,0,1,0.993820494595542
711,0,0,0.24014469933274835
712,0,1,0.6329356796591761
713,0,0,0.3325075002847499
714,0,1,0.6580611476024529
715,0,1,0.5190428773565877
716,0,1,0.9845213516687115
717,0,1,0.7490295351873283
718,0,0,0.004520003202455836
719,0,1,0.7328948363826265
720,0,1,0.44456443950374225
721,0,1,0.9286620857289837
722,0,1,0.6555965814651297
723,0,0,0.05334966895977927
724,0,1,0.9785327089366491
725,0,0,0.04972528239873672
726,0,0,0.7669977241885966
727,0,1,0.959509616886393
728,0,0,0.025336344641268577
729,0,1,0.8249028118167171
730,0,1,0.8216730814110857
731,0,1,0.4137507355822833
732,0,1,0.6131474721646233
733,0,1,0.9803431582292201
734,0,0,0.2323518708852095
735,0,1,0.492678371726398
736,0,1,0.9744818946282546
737,0,1,0.167299958687405
738,0,0,0.011294659919001198
739,0,0,0.8081910188250656
740,0,1,0.8353266941119535
741,0,0,0.09471689451211042
742,0,1,0.7736799881469316
743,0,1,0.7767100971781219
744,0,1,0.9079286278681733
745,0,1,0.6495879603754882
746,0,1,0.5551610757247808
747,0,1,0.8849162231511112
748,0,1,0.6524451302202823
749,0,0,0.011520803252839606
750,0,0,0.1709627819718361
751,0,1,0.2892598277589013
752,0,1,0.365519297273628
753,0,0,0.049984012096804815
754,0,0,0.31643670150422704
755,0,1,0.8451722980360343
756,0,0,0.02678057730849562
757,0,1,0.9893133984536414
758,0,1,0.8570756064786701
759,0,1,0.963787406643597
760,0,1,0.9514453226831694
761,0,0,0.38021089784827494
762,0,0,0.270233159917647
763,0,0,0.6653325713755436
764,0,1,0.4375058087245788
765,0,1,0.9474684222807768
766,0,1,0.42391793745662776
767,0,0,0.04932388808021918
768,0,0,0.628418644738965
769,0,0,0.15883920990063854
770,0,1,0.39443251177425637
771,0,1,0.6503209802108529
772,0,1,0.8043941283787625
773,0,0,0.2817728826816232
774,0,1,0.18822072502420215
775,0,1,0.8246985350836479
776,0,1,0.9779180224810473
777,0,1,0.6728493141372512
778,0,0,0.20621860341661985
779,0,0,0.0011650470663155893
780,0,0,0.24101987138368447
781,0,1,0.6536870352659061
782,0,1,0.873374203244542
783,0,0,0.7369942926824129
784,0,0,0.06594193081262102
785,0,1,0.8798804999199364
786,0,0,0.20246766322862436
787,0,0,0.3609070300247148
788,0,0,0.0024605441928786938
789,0,1,0.4083266485720941
790,0,1,0.7703531606170329
791,0,1,0.9497896570514274
792,0,0,0.8673677154725394
793,0,1,0.9673000528034464
794,0,0,0.0034209554325678394
795,0,0,0.2141852045116109
796,0,1,0.4212202939978747
797,0,0,0.027577488122584762
798,0,0,0.11633227346657847
799,0,1,0.540803811043027
800,0,0,0.06092295685325078
801,0,0,0.00018101931069329578
802,0,0,0.08469828749819394
803,0,0,0.20022077117450823
804,0,1,0.054873581997067926
805,0,1,0.8999489373729033
806,0,1,0.9155758543445013
807,0,1,0.9914708949655124
808,0,0,0.011969807609100661
809,0,1,0.9541363143806392
810,0,1,0.8098450902253952
811,0,0,0.07124724495193079
812,0,0,0.09540669209103349
813,0,1,0.4790112423478351
814,0,1,0.5499653268089475
815,0,1,0.9484806585553197
816,0,0,0.7714531207424691
817,0,0,0.34454012989548044
818,0,0,0.4653778148563626
819,0,1,0.8892736904909999
820,0,0,0.001227235428266281
821,0,0,0.5541741131764734
822,0,1,0.9764698018888669
823,0,0,0.0711777990404471
824,0,0,0.42074569435615544
825,0,0,0.30663710044645287
826,0,1,0.2800598982952106
827,0,1,0.9558240736740082
828,0,0,0.3558685167771827
829,0,1,0.6555636198063228
830,0,0,0.08810869987410103
831,0,0,0.32629509275286583
832,0,0,0.013305774346709785
833,0,1,0.41492809695135074
834,0,1,0.6473798067550273
835,0,0,0.021076798043624508
836,0,0,0.1763771538134931
837,0,0,0.003637897773235623
838,0,1,0.8960631777130567
839,0,1,0.9489982193321023
840,0,0,0.010616471133454018
841,0,0,0.03610997134544797
842,0,1,0.8334359931959516
843,0,0,0.08598960768864972
844,0,1,0.8216883297060229
845,0,1,0.9318210109716976
846,0,1,0.7999555588381481
847,0,0,0.12307723620349124
848,0,0,0.12998005709472113
849,0,0,0.21228787480076802
850,0,0,0.10884356588091436
851,0,1,0.3975256196138591
852,0,0,0.018957894150767162
853,0,1,0.6008930572379454
854,0,1,0.8347168114283349
855,0,0,0.07362849392196583
856,0,0,0.008770558664785068
857,0,0,0.31366466302594165
858,0,0,0.10638137311290208
859,0,0,0.2724695454826995
860,0,0,0.4973042749281809
861,0,0,0.2836721861446868
862,0,1,0.9417427340654917
863,0,0,0.011277632369546934
864,0,1,0.8669936882005107
865,0,0,0.34542509310590847
866,0,0,0.06057618026475885
867,0,0,0.004587631414274411
868,0,0,0.017072967819492996
869,0,1,0.5384955683171628
870,0,1,0.942738131647464
871,0,1,0.9217170310418139
872,0,1,0.45999648876977456
873,0,0,0.7060374839695488
874,0,1,0.9724912421529082
875,0,0,0.1832212199550604
876,0,0,0.5717041602322711
877,0,0,0.005661119941113849
878,0,1,0.9077564874574845
879,0,0,0.48654403192859386
880,0,1,0.6741034324302689
881,0,1,0.5079574199570778
882,0,1,0.8599393284878522
883,0,0,0.0230877027487773
884,0,0,0.38779400894386684
885,0,1,0.7978303901099301
886,0,0,0.4337191290698609
887,0,1,0.8768541624635312
888,0,0,0.23654085657066204
889,0,0,0.2434573284936253
890,0,1,0.7469594298976776
891,0,1,0.954823126534651
892,0,1,0.9220590102081544
893,0,1,0.4966629940350036
894,0,0,0.0008047830570663539
895,0,1,0.9339108336893492
896,0,1,0.8779261567497556
897,0,1,0.8440072976467783
898,0,0,0.024813472246542845
899,0,0,0.27023999917061275
900,0,1,0.7434768779927308
901,0,0,0.18286298116790367
902,0,1,0.9147943890938401
903,0,1,0.8914985367762193
904,0,0,0.6996209247078843
905,0,0,0.06162440648021247
906,0,1,0.43791481699120643
907,0,1,0.9398739579733892
908,0,1,0.7997690298982848
909,0,0,0.019928927931310302
910,0,0,0.08973599769628043
911,0,1,0.5049990027981782
912,0,1,0.9708763754230805
913,0,1,0.8251493184065133
914,0,1,0.6817725182901491
915,0,0,0.2152400628478762
916,0,1,0.9945547750400048
917,0,1,0.9826669948511588
918,0,1,0.9765369178426456
919,0,0,0.0283435580181079
920,0,0,0.023455096967015743
921,0,1,0.10422440280578489
922,0,0,0.07086596916015278
923,0,1,0.8481162827524045
924,0,0,0.17623818130526
925,0,0,0.07416914897299283
926,0,0,0.13124723619818332
927,0,0,0.5333006149784917
928,0,0,0.006019606039663209
929,0,0,0.25295974475541233
930,0,0,0.23525266642546505
931,0,0,0.06329665745186239
932,0,0,0.46142309998407255
933,0,0,0.26574915045908154
934,0,0,0.38885865324358204
