id,kfold,sentiment,lr_cnt_pred
247,0,1,0.6961681877634471
248,0,0,0.024397153425777175
249,0,1,0.7935688348090361
250,0,1,0.9451240295418736
251,0,1,0.9143462348713924
252,0,0,0.06438864217143556
253,0,0,0.6040066662155676
254,0,0,0.6368339091085697
255,0,1,0.9962990725729829
256,0,1,0.39392334957192
257,0,0,2.8203188275626193e-05
258,0,0,0.8251655793683141
259,0,1,0.7514057022910278
260,0,0,0.04430507968962562
261,0,1,0.6979386558897215
262,0,1,0.9554060708636861
263,0,0,0.009850316798495568
264,0,0,0.002127830569194199
265,0,1,0.9995548641142677
266,0,1,0.5767695167380559
267,0,1,0.8404411325634222
268,0,0,0.008783412373292186
269,0,1,0.8851679033374067
270,0,0,0.017376433477246777
271,0,0,8.990528561190757e-06
272,0,0,0.04556724279067903
273,0,0,0.19510598602272317
274,0,1,0.98601858836711
275,0,1,0.8760079727082536
276,0,1,0.20301744876235522
277,0,0,0.0006066530839604116
278,0,0,0.12098762737238239
279,0,1,0.07939257812395246
280,0,0,0.08033255347771266
281,0,1,0.9873898616126942
282,0,0,0.074302079959424
283,0,1,0.9999707170230938
284,0,1,0.9036332725404823
285,0,1,0.9364234282993441
286,0,0,0.34918925133351125
287,0,1,0.9391213395400243
288,0,1,0.9150322319656865
289,0,0,0.1952095542770338
290,0,0,0.1376127319455894
291,0,1,0.1016398087242612
292,0,1,0.8570262666030756
293,0,1,0.6341092289740703
294,0,0,0.002900968796410049
295,0,1,0.9336986834643156
296,0,1,0.6147250854782027
297,0,1,0.1740576852615788
298,0,0,0.09482029328937448
299,0,0,0.012680691319748152
300,0,1,0.2504669922250078
301,0,0,0.14723116548676124
302,0,1,0.9903279222131509
303,0,0,0.011070115073509154
304,0,1,0.9963926171535654
305,0,1,0.5720812737068919
306,0,0,0.010811252674219781
307,0,0,0.2234798269962452
308,0,1,0.997240879596629
309,0,1,0.862174252900698
310,0,0,0.2105740400914507
311,0,1,0.7401126252932781
312,0,0,0.011547697327468935
313,0,0,0.2724768567720495
314,0,1,0.7073899569589394
315,0,0,0.40621562056543414
316,0,1,0.909129404341783
317,0,0,0.021834414687636285
318,0,1,0.061953671856998224
319,0,1,0.03603597485232181
320,0,0,0.00010117168307316674
321,0,1,0.5120492850153154
322,0,0,0.004625987123205413
323,0,0,0.01446260378400824
324,0,0,0.27101014398321727
325,0,1,0.8597054901640597
326,0,1,0.9885572997261943
327,0,1,0.976565517006364
328,0,1,0.7851390737336891
329,0,0,0.8001537214578998
330,0,0,0.006791646975247467
331,0,0,0.0043963584019054685
332,0,1,0.9698374344788114
333,0,0,0.0003462056495040309
334,0,1,0.9523420077013725
335,0,1,0.7110057479093064
336,0,1,0.9697414161907085
337,0,1,0.9903200421369686
338,0,0,0.839845521814342
339,0,1,0.8932315645027964
340,0,0,0.01061498883543335
341,0,1,0.3275208709497123
342,0,0,0.12956405747233962
343,0,0,0.013604766814697267
344,0,0,0.008327596305132723
345,0,0,0.00023621773012888855
346,0,1,0.9586606614532942
347,0,1,0.7496966880466642
348,0,1,0.34845905392655285
349,0,1,0.7407288683310363
350,0,1,0.6251063970594761
351,0,1,0.7932726877736562
352,0,1,0.6032853125458979
353,0,0,0.5127560170054088
354,0,1,0.8520114443402865
355,0,0,0.06816806325016433
356,0,1,0.8708361049292155
357,0,0,0.2972646375036813
358,0,1,0.6953273765118971
359,0,0,0.29337194305650127
360,0,0,0.00038205645799354226
361,0,1,0.8165474782808325
362,0,0,0.036765398364242176
363,0,1,0.8978097030220824
364,0,1,0.9969634317042101
365,0,0,0.5654512467473941
366,0,1,0.8371358767461615
367,0,0,0.09212957012712115
368,0,0,0.7749707462270266
369,0,1,0.9585920381203517
370,0,1,0.5621625515692592
371,0,0,0.2943313559115552
372,0,0,8.584068497460883e-06
373,0,0,3.3715063615136133e-05
374,0,1,0.30269952038874076
375,0,1,0.9170372491667551
376,0,0,0.1811653381437219
377,0,0,0.7395925984276063
378,0,1,0.0013832680988137352
379,0,0,0.7965816502406603
380,0,1,0.4237781224838988
381,0,1,0.9257851172777917
382,0,1,0.7428445581837926
383,0,1,0.9978745153041617
384,0,0,0.6236488978814322
385,0,0,0.513854345313702
386,0,0,0.2783672869381561
387,0,1,0.5841787395851612
388,0,1,0.7976485088524882
389,0,0,7.897226659955717e-05
390,0,0,0.30394449079029845
391,0,1,0.9707800247855932
392,0,0,0.4699075908159721
393,0,1,0.9537124325628852
394,0,1,0.9871873157826366
395,0,0,0.27789390798417274
396,0,1,0.9980579305721544
397,0,0,0.26966385100951884
398,0,0,0.057472304571463496
399,0,0,0.4320654647652634
400,0,0,0.002939927690598106
401,0,1,0.7861766474447763
402,0,1,0.6158776036983573
403,0,1,0.9972304122461529
404,0,1,0.9938307474044016
405,0,1,0.9987526744525056
406,0,0,0.7168574671331864
407,0,0,0.0001421777814514162
408,0,0,0.005049331550346907
409,0,0,0.19143346314062387
410,0,1,0.6916318558927889
411,0,0,0.8193779534565928
412,0,1,0.44572712282920807
413,0,1,0.9913521614620528
414,0,1,0.5281576415031183
415,0,1,0.8066905008889791
416,0,1,0.6757653313099109
417,0,0,0.00815839575010542
418,0,1,0.993487082986956
419,0,1,0.8349484853985429
420,0,1,0.9998880348006727
421,0,0,0.10122346293070561
422,0,1,0.9249916195791699
423,0,1,0.07501940537294098
424,0,1,0.9326994435439687
425,0,0,0.43369478439579623
426,0,1,0.6509452999978735
427,0,0,0.024095580272102006
428,0,1,0.7562170034969985
429,0,0,0.3520288428675026
430,0,1,0.9920548501934116
431,0,0,0.0004662114391073535
432,0,1,0.9619351351822492
433,0,0,0.055188858927814576
434,0,1,0.9391086543457821
435,0,1,0.7469853088754818
436,0,1,0.468716520733503
437,0,1,0.987977472508189
438,0,1,0.9546788966276183
439,0,1,0.9995312885236484
440,0,1,0.7793078610075092
441,0,0,0.09292613940779237
442,0,0,0.16518583431393155
443,0,0,0.24769606016332646
444,0,1,0.5015032453411091
445,0,0,0.00010789864770562124
446,0,1,0.8512274745235976
447,0,1,0.9348321566417219
448,0,1,0.9399505589808868
449,0,0,0.007846776327491423
450,0,0,0.6162418431570207
451,0,0,0.008251586267591116
452,0,0,0.002750872847093518
453,0,1,0.46858561033755214
454,0,1,0.7250942271737817
455,0,0,0.34041308566348055
456,0,0,0.002028802583942627
457,0,1,0.9563269302744286
458,0,0,0.33696940802456643
459,0,0,0.47329867747835047
460,0,0,0.12057578513489119
461,0,1,0.9370847266593574
462,0,0,0.009470389430785741
463,0,1,0.8391094291577536
464,0,1,0.39436993438978496
465,0,1,0.9013049403383551
466,0,0,0.024717445177897895
467,0,0,0.003187149127236142
468,0,0,5.77601345104079e-09
469,0,1,0.9952059057085001
470,0,1,0.3911016338552207
471,0,0,0.10166726164771231
472,0,0,0.8887994164161367
473,0,0,0.0051178447113953305
474,0,1,0.9914529788474314
475,0,0,0.044156225072553235
476,0,0,0.05520930745061775
477,0,0,0.1247733654443753
478,0,1,0.796969691748542
479,0,1,0.8534013504860465
480,0,1,0.8352030114303827
481,0,0,0.03048435530755949
482,0,1,0.4085046180691726
483,0,0,0.3215245935391037
484,0,1,0.8139286375615884
485,0,1,0.7593556395625358
486,0,1,0.980258995463643
487,0,0,0.08655417154059586
488,0,0,0.7734696082536061
489,0,1,0.8809624173115527
490,0,1,0.5591465316189049
491,0,0,0.0001711158220439145
492,0,0,0.12944669603763848
493,0,0,0.1659279560713368
494,0,0,0.07987830675725846
495,0,0,0.007778287300574355
496,0,1,0.811856169940221
497,0,0,0.005715492633918368
498,0,0,0.3436294281920995
499,0,1,0.5043277931773473
500,0,0,0.9052772926922263
501,0,0,0.004638744895795744
502,0,0,0.5047127299399726
503,0,1,0.28091817244904543
504,0,0,0.311649810075003
505,0,0,0.31236098688853586
506,0,1,0.9467397772917152
507,0,1,0.8953690654923814
508,0,0,0.02514197658508265
509,0,1,0.8230968144452269
510,0,1,0.9415344654094148
511,0,1,0.8678813299809927
512,0,0,0.2905305463279926
513,0,0,0.3088954590350283
514,0,0,0.6314177352817281
515,0,0,0.7127396888209275
516,0,1,0.8081861435383055
517,0,0,0.0024022371854604705
518,0,0,0.027262741159004494
519,0,0,3.878878154501376e-06
520,0,0,0.26698399423268215
521,0,1,0.5010392447008796
522,0,1,0.9999643170500574
523,0,1,0.9957733426695726
524,0,0,0.003851093974965369
525,0,1,0.9771981176434624
526,0,0,4.3907336910189015e-05
527,0,0,0.2315106718272747
528,0,0,0.39859834682314843
529,0,0,0.10334662448240634
530,0,1,0.7991375383661325
531,0,1,0.8529407752144025
532,0,0,0.03095899334113104
533,0,1,0.9992119177632783
534,0,1,0.7462338028657587
535,0,0,0.11249510072415066
536,0,1,0.9798185321062526
537,0,0,0.39903057702719363
538,0,1,0.9998551668872375
539,0,1,0.9065638408613101
540,0,1,0.9799039900247106
541,0,0,0.6887503510833246
542,0,0,0.8002995345025096
543,0,0,0.00108428469787801
544,0,0,0.028934697338330193
545,0,1,0.9994944512989886
546,0,1,0.8948507761405835
547,0,0,0.45057515114761804
548,0,0,0.7406069387601307
549,0,1,0.2184789890103337
550,0,0,0.005874816988805111
551,0,1,0.9146445808972045
552,0,1,0.7532686342729443
553,0,1,0.9985474077247136
554,0,1,0.9253997108126307
555,0,0,0.3435585090893398
556,0,1,0.994890555452757
557,0,0,0.2506557667121885
558,0,1,0.809423165804002
559,0,1,0.5871738816158534
560,0,1,0.9216741767916989
561,0,1,0.851656022214752
562,0,0,0.48513715714889133
563,0,1,0.8692822725193505
564,0,0,0.016616534892431048
565,0,1,0.6740970134112523
566,0,0,0.6103994154510718
567,0,1,0.870561140647664
568,0,0,0.16205150765054477
569,0,0,0.0006912999044812718
570,0,0,0.06717834982917693
571,0,0,0.6659729685900968
572,0,1,0.8406669034102439
573,0,1,0.9315711824555295
574,0,0,0.13600790831136983
575,0,1,0.8985551571447528
576,0,0,0.07042616290214057
577,0,0,0.3641955447282608
578,0,1,0.9156634838807552
579,0,1,0.9851721157004049
580,0,0,0.305917037456564
581,0,0,9.400431465151615e-05
582,0,0,0.04197594988771931
583,0,0,0.02301345016978967
584,0,1,0.9695427633223291
585,0,1,0.9883728289218534
586,0,0,0.03001806999377862
587,0,0,0.9098955353969658
588,0,1,0.9830057662712479
589,0,1,0.806675072115437
590,0,1,0.9143305480370693
591,0,0,0.05012023609549297
592,0,0,0.00012431388647954008
593,0,0,0.00013971872804045645
594,0,1,0.46298981055209293
595,0,0,0.0008148958698317526
596,0,1,0.3682143447411774
597,0,1,0.9698441650315598
598,0,1,0.9346375383142315
599,0,0,0.09807449821218706
600,0,0,0.23655866670649972
601,0,1,0.4857745349204689
602,0,1,0.6482428420667746
603,0,0,0.38566587368860444
604,0,0,0.24680102869025758
605,0,1,0.9597965833367568
606,0,0,0.003086472563525112
607,0,0,0.011118600193330821
608,0,0,0.2198203500050076
609,0,0,0.041275810079537914
610,0,0,0.0002078528181302265
611,0,0,0.6118340026944432
612,0,1,0.9662742279846366
613,0,0,0.05378796916914116
614,0,1,0.27970223479426354
615,0,0,0.010642578626197625
616,0,0,0.6191432022921057
617,0,0,0.0166984765409423
618,0,1,0.5755812219079597
619,0,0,0.0020651162410164586
620,0,0,0.05495669737292024
621,0,0,0.0004002627500130654
622,0,0,0.21331838341565235
623,0,1,0.8391022788429068
624,0,0,0.29861815642600875
625,0,0,0.0023160290474419105
626,0,0,0.12503269279697599
627,0,0,0.16757435384383143
628,0,0,0.5265471114827955
629,0,0,0.00817940082386437
630,0,1,0.9976064791933598
631,0,1,0.997047220819268
632,0,1,0.10615159065989412
633,0,0,0.04471985172654405
634,0,0,0.02918011993488668
635,0,1,0.6997855687789285
636,0,1,0.7024399673782196
637,0,1,0.9704352439310466
638,0,0,0.12955455255994566
639,0,0,0.32286752053354256
640,0,0,0.5597151951005067
641,0,1,0.5825067027319561
642,0,0,0.13968122109847395
643,0,0,0.033254040907557944
644,0,1,0.6298758941544632
645,0,1,0.12183511591218672
646,0,1,0.8680725014257014
647,0,0,0.05323802385228484
648,0,1,0.9491708861994405
649,0,0,0.0013804676896844214
650,0,0,0.09096723025411707
651,0,1,0.9999508847002709
652,0,0,0.007227552699439511
653,0,0,0.00023275277463681137
654,0,1,0.13263418454476564
655,0,1,0.975720477861968
656,0,0,0.24400269187792525
657,0,1,0.43218511833586326
658,0,0,0.09408814836700584
659,0,0,0.08009911608085409
660,0,0,0.41853818853384334
661,0,1,0.5196127414412585
662,0,1,0.7072978259375781
663,0,0,0.47726326070348873
664,0,0,0.4550850295112432
665,0,1,0.8387372822749577
666,0,0,0.0018213858211691468
667,0,1,0.9489850408501821
668,0,1,0.4627686280955417
669,0,1,0.586696926651426
670,0,0,0.00599644882653467
671,0,1,0.8886986431730278
672,0,0,0.019616368204553924
673,0,1,0.7902042869885324
674,0,0,0.365687191899998
675,0,0,0.12339019802236632
676,0,1,0.9791362285540012
677,0,1,0.3532535112317174
678,0,1,0.7833274311541951
679,0,0,0.00011150900087841029
680,0,1,0.7393394275201504
681,0,0,4.0243596454069865e-05
682,0,0,0.03274943472771953
683,0,1,0.74718959005592
684,0,1,0.40308235576036056
685,0,1,0.9592608139454125
686,0,1,0.8558896506323104
687,0,0,0.5219328370232553
688,0,0,0.09519186975094927
689,0,1,0.9994635064702765
690,0,0,0.020551021231027124
691,0,0,0.32136178834273116
692,0,0,0.2167675134913823
693,0,0,0.5433636783947388
694,0,1,0.988508761391446
695,0,1,0.9948371775576659
696,0,0,0.35548761360409004
697,0,1,0.8777054467406012
698,0,0,0.9817481646223948
699,0,1,0.996599816679777
700,0,1,0.9862266396247622
701,0,1,0.8711815965365265
702,0,1,0.9315703439419539
703,0,0,0.500094256945476
704,0,0,0.15357911119560838
705,0,1,0.8837772119385822
706,0,0,0.32952839340702156
707,0,1,0.9468021978831044
708,0,0,1.0150103698435179e-05
709,0,0,0.7118572376763173
710,0,1,0.9857948512056762
711,0,0,0.11210052789143791
712,0,1,0.7469086737071494
713,0,0,0.20810191219019666
714,0,1,0.7062105661748452
715,0,1,0.4180777180643967
716,0,1,0.9929296176868003
717,0,1,0.9537256036508687
718,0,0,0.0469744918159864
719,0,1,0.81418092432534
720,0,1,0.25065263231606955
721,0,1,0.9098605844381846
722,0,1,0.6462896327867627
723,0,0,0.0006429905655780621
724,0,1,0.9848445349855447
725,0,0,0.013675919332697085
726,0,0,0.724734954075521
727,0,1,0.967813053534514
728,0,0,0.07528101448632614
729,0,1,0.9910636610225081
730,0,1,0.9534857624732473
731,0,1,0.5003349221498483
732,0,1,0.4902634066361527
733,0,1,0.9993954497419935
734,0,0,0.00909859495668614
735,0,1,0.626722330085353
736,0,1,0.9950138273137519
737,0,1,0.2490065629637019
738,0,0,0.01690209006042852
739,0,0,0.8120179287397169
740,0,1,0.8475888637145986
741,0,0,0.08852979994264577
742,0,1,0.6823896815987665
743,0,1,0.6392451962512684
744,0,1,0.949204015489582
745,0,1,0.766770421181789
746,0,1,0.5229718632035444
747,0,1,0.7958382225515583
748,0,1,0.6797546135207765
749,0,0,6.584092189483896e-06
750,0,0,0.025929185281018452
751,0,1,0.43648327093204775
752,0,1,0.44466340067096194
753,0,0,0.017157579583005185
754,0,0,0.37244471066077606
755,0,1,0.6930559653827942
756,0,0,0.012405753995312848
757,0,1,0.9264989565903388
758,0,1,0.8566170268037051
759,0,1,0.98787731983686
760,0,1,0.9892248232294761
761,0,0,0.11309182538387659
762,0,0,0.14747661303742288
763,0,0,0.6653766940288883
764,0,1,0.4797038825937536
765,0,1,0.9319829811220824
766,0,1,0.37116634463302023
767,0,0,0.03244004306026789
768,0,0,0.5760488378675649
769,0,0,0.016966809741455976
770,0,1,0.1940195832772501
771,0,1,0.6279961937228535
772,0,1,0.9024734432984826
773,0,0,0.13983085552687727
774,0,1,0.12213909053104871
775,0,1,0.9213640093508453
776,0,1,0.997037568022058
777,0,1,0.747290233792115
778,0,0,0.0568938539314881
779,0,0,3.6004060973834033e-07
780,0,0,0.11961015807400462
781,0,1,0.6999324343253275
782,0,1,0.8086195481102235
783,0,0,0.661262191204734
784,0,0,0.07962675463509167
785,0,1,0.9365710246081783
786,0,0,0.10832070393668379
787,0,0,0.3371330727490138
788,0,0,0.001003852451674984
789,0,1,0.36762378453552247
790,0,1,0.7682713983339584
791,0,1,0.9077732623731133
792,0,0,0.8374616814749629
793,0,1,0.9993447716769107
794,0,0,0.027785510573569625
795,0,0,0.20152921115186004
796,0,1,0.3954377012569087
797,0,0,0.0651847966503988
798,0,0,8.477233394041986e-06
799,0,1,0.7352258625891331
800,0,0,0.03690108723344871
801,0,0,0.00015133259379160414
802,0,0,0.08197005883169586
803,0,0,0.04031556867219834
804,0,1,0.004316907684310252
805,0,1,0.9566456373689672
806,0,1,0.9508441787296029
807,0,1,0.9886625608825859
808,0,0,0.0015442354645515866
809,0,1,0.9121567813416599
810,0,1,0.8331593687412217
811,0,0,0.012975937906960736
812,0,0,0.0009723240043945946
813,0,1,0.48442394423654106
814,0,1,0.45423968198340764
815,0,1,0.9654029694743546
816,0,0,0.7399263399853844
817,0,0,0.30743080653610155
818,0,0,0.38484364612992145
819,0,1,0.8547222364215333
820,0,0,0.00018302913572631295
821,0,0,0.40912789526670307
822,0,1,0.88239154955004
823,0,0,0.07390586854331081
824,0,0,0.38908928060016607
825,0,0,0.06189668687180288
826,0,1,0.4250391508990871
827,0,1,0.9918375524791981
828,0,0,0.175482992191425
829,0,1,0.633665025494678
830,0,0,0.10731477340011938
831,0,0,0.3242090850170395
832,0,0,0.00021056908636390547
833,0,1,0.3072018482282404
834,0,1,0.8212202815413282
835,0,0,0.028121841865674124
836,0,0,0.12397459630692491
837,0,0,0.0010187993482310054
838,0,1,0.855189401540822
839,0,1,0.958002837613489
840,0,0,0.07402961309266062
841,0,0,0.003960169274394306
842,0,1,0.7399785524527199
843,0,0,8.806923008995672e-05
844,0,1,0.9329941596045965
845,0,1,0.9776964013069799
846,0,1,0.7507092610892817
847,0,0,0.12464664842681376
848,0,0,0.01379727700746086
849,0,0,0.1245216903218561
850,0,0,0.025641826312548778
851,0,1,0.22502577012863853
852,0,0,0.014838339504826185
853,0,1,0.776797305051804
854,0,1,0.8110745480802268
855,0,0,0.020145669818416895
856,0,0,0.0012846312745181689
857,0,0,0.3700524690356857
858,0,0,0.18971890905570266
859,0,0,0.2804790927446623
860,0,0,0.6621569753746673
861,0,0,0.18309278808257845
862,0,1,0.9677242161779998
863,0,0,0.001475785486524558
864,0,1,0.969489743941333
865,0,0,0.2070883084318226
866,0,0,0.011177014375799866
867,0,0,0.00020329554337486776
868,0,0,0.0010252812288095762
869,0,1,0.6672937784096391
870,0,1,0.9793904781450407
871,0,1,0.8189958670096497
872,0,1,0.5355842649328622
873,0,0,0.7272311503945842
874,0,1,0.9797468343256315
875,0,0,0.03427536822158949
876,0,0,0.5612256411140948
877,0,0,0.011864171241950185
878,0,1,0.9896083577147496
879,0,0,0.3872244047146935
880,0,1,0.7707279083847373
881,0,1,0.18994152350308235
882,0,1,0.9962278446139999
883,0,0,0.006764661885548846
884,0,0,0.4268316988653543
885,0,1,0.9649971599636612
886,0,0,0.20248273362527022
887,0,1,0.6757144397791451
888,0,0,0.2263456297648353
889,0,0,0.24062953400683873
890,0,1,0.9810913939738257
891,0,1,0.9406476776696743
892,0,1,0.913498726240079
893,0,1,0.5919172855302212
894,0,0,6.0907188613141495e-05
895,0,1,0.942204528375302
896,0,1,0.6678308177637098
897,0,1,0.9898839460852477
898,0,0,0.011573247244746784
899,0,0,0.29622237770298615
900,0,1,0.7365283944764802
901,0,0,0.003049112206990239
902,0,1,0.7362396948548999
903,0,1,0.8390739472293025
904,0,0,0.7956370042667781
905,0,0,0.0016940716001928233
906,0,1,0.39738766139405046
907,0,1,0.9454684205073922
908,0,1,0.8419486994407616
909,0,0,0.004064125443441854
910,0,0,0.026197992373069856
911,0,1,0.45595227812509315
912,0,1,0.967936875217717
913,0,1,0.992908635582525
914,0,1,0.6733025435861144
915,0,0,0.017893117442135193
916,0,1,0.9963842002930412
917,0,1,0.9980507933513342
918,0,1,0.977468580074722
919,0,0,2.5721472971130366e-07
920,0,0,0.0026928794106134443
921,0,1,0.09373299377426868
922,0,0,0.24936774256257918
923,0,1,0.8760989290300063
924,0,0,0.1314202043673507
925,0,0,0.0005892198122879119
926,0,0,0.17708216872016158
927,0,0,0.5614886768664001
928,0,0,0.0034085621574722154
